first_name,last_name,birthday_formatted,above_18,membership_id
Dr.,Jones,19940215,true,Jones_f903f
Sheena,Krause,19880524,true,Krause_d079b
Luis,Wallace,19770226,true,Wallace_d9f57
Robert,Shepherd,19621004,true,Shepherd_7d36b
Robert,Scott,20030725,true,Scott_579bd
Danielle,Tran,19880826,true,Tran_40aaa
Carlos,Johnson,19850218,true,Johnson_c192b
Crystal,Hansen,19800518,true,Hansen_44e2e
Judy,Schneider,19830927,true,Schneider_691fc
Jeff,Freeman,20030520,true,Freeman_35a3d
Crystal,Brady,19850221,true,Brady_d8e43
Samantha,Henson,20030818,true,Henson_ed6e3
Daniel,Sims,19891107,true,Sims_de53e
Connie,Day,20030205,true,Day_010e0
Dylan,Lee,19781204,true,Lee_5cfd4
Christian,Lee,20130909,false,Lee_ac576
Deanna,Stephens,19941028,true,Stephens_bb194
David,Perry,19910506,true,Perry_4d2ca
Charles,Villegas,19781106,true,Villegas_fa2d3
Sharon,Clark,19530806,true,Clark_7494d
Christina,Sanders,20030817,true,Sanders_6bc4f
Jeffrey,Hinton,19631214,true,Hinton_0136b
Gina,Harris,19560413,true,Harris_9aff5
Alex,Tapia,19991115,true,Tapia_50697
Justin,White,20010721,true,White_8c0aa
Jacob,Woods,20030616,true,Woods_bedd2
Rachel,Browning,19611017,true,Browning_9332a
Marissa,Jones,19580806,true,Jones_cdd9f
Sean,Watson,19810322,true,Watson_0ea5e
Elijah,Roy,19870705,true,Roy_57ef7
Stephanie,Oneal,19940524,true,Oneal_fbfd9
Stephanie,Maldonado,19761007,true,Maldonado_73493
Jay,Williams,19640601,true,Williams_06f03
Jeffery,Rodriguez,19930417,true,Rodriguez_c0e19
Margaret,Guzman,19971212,true,Guzman_7c786
Lori,Willis,19810116,true,Willis_08e58
John,Jr.,19800530,true,Jr._f6199
Dr.,Valdez,19790714,true,Valdez_9a700
Courtney,Simpson,19731103,true,Simpson_7383f
Timothy,Martin,20160204,false,Martin_d0031
Kelly,Scott,20110811,false,Scott_52fa6
Mr.,Ward,19690911,true,Ward_b8ade
Brady,Gonzalez,19841203,true,Gonzalez_be922
Linda,Mcdonald,20011205,true,Mcdonald_9a707
Donna,Yates,20080216,false,Yates_a795b
Kimberly,Hopkins,19931022,true,Hopkins_56d12
Aaron,Keith,19720618,true,Keith_53830
Nicholas,Cook,19740712,true,Cook_5af19
Erica,Gonzales,19940926,true,Gonzales_8c317
Brian,Rodriguez,19650613,true,Rodriguez_157a2
Melissa,Schultz,20170730,false,Schultz_ce9d8
Nancy,Williams,19980809,true,Williams_be8fd
Kathryn,Barrera,19900713,true,Barrera_a16cf
William,King,19841115,true,King_4ae33
Kristen,Martin,19750614,true,Martin_2ba50
Christopher,Lester,19540504,true,Lester_8140e
Kathleen,Robinson,19980120,true,Robinson_3770a
Katherine,Ward,19800221,true,Ward_c259a
Angelica,Delgado,19880526,true,Delgado_5d785
Stephanie,Robertson,20020508,true,Robertson_e101e
William,Burke,19921229,true,Burke_5336a
Michele,Hurley,19640615,true,Hurley_faf76
Ashley,Rogers,20040612,true,Rogers_4ba87
Jennifer,Kim,19940519,true,Kim_e44d8
Corey,Roth,20071005,false,Roth_80bb1
Rickey,Hill,19640430,true,Hill_bd6cc
Erika,Stewart,19851226,true,Stewart_40f40
Gabriella,Conner,19600923,true,Conner_0c3c8
Madison,Owen,20040719,true,Owen_c5166
Alicia,Kaufman,19910204,true,Kaufman_550b9
Gregory,Allen,19780122,true,Allen_c7f06
Emma,Morse,20131020,false,Morse_f653b
Alicia,Dean,19820716,true,Dean_a395c
Christina,Johnson,20010622,true,Johnson_5dcd5
Emily,Acevedo,19640313,true,Acevedo_466fe
Valerie,PhD,20010327,true,PhD_6e920
Harold,Lucero,19871231,true,Lucero_26b55
Sabrina,Marshall,20181031,false,Marshall_78a91
Jimmy,Hall,19550930,true,Hall_220f8
Trevor,Daniels,19840719,true,Daniels_96859
Kelli,Wells,19540308,true,Wells_5c2c0
Amanda,Gay,20060504,false,Gay_503e8
Lindsay,Barnett,20010309,true,Barnett_210b2
Gregory,MD,19520612,true,MD_891be
Gary,Murphy,19991210,true,Murphy_9a0dd
Ashley,Marsh,19780529,true,Marsh_d6485
Nathan,Archer,19560723,true,Archer_c6232
Michael,Jones,20081124,false,Jones_baf42
Diane,Herrera,20050612,false,Herrera_f34cf
Andrew,Gibson,19530809,true,Gibson_f4157
Tyler,MD,20170523,false,MD_e52e8
Cassandra,Lewis,20120827,false,Lewis_0b2d6
Ian,Deleon,19860307,true,Deleon_db554
Calvin,Mcgrath,20180707,false,Mcgrath_e7b94
Michael,Kline,19650623,true,Kline_6fe75
Stephanie,Lee,19621016,true,Lee_2c0ed
Jay,Merritt,19841017,true,Merritt_2aa87
Katherine,Patrick,20180427,false,Patrick_ee840
David,Mckinney,19841225,true,Mckinney_43e5b
Darren,Hale,19940407,true,Hale_be8cd
Jonathan,Smith,19720204,true,Smith_5ec8e
Joseph,Acosta,19670418,true,Acosta_c819e
Samantha,Miller,19591110,true,Miller_6322a
John,Frazier,19770209,true,Frazier_e9500
Eric,Mejia,20040924,true,Mejia_fd1f8
Joshua,Rodriguez,19530317,true,Rodriguez_1eec6
Lisa,Ramirez,20090113,false,Ramirez_d03de
Larry,Cox,19521009,true,Cox_8b2e2
Renee,Oneal,20080205,false,Oneal_7f9e1
Bryan,Espinoza,19760716,true,Espinoza_bab40
Christina,Suarez,20070804,false,Suarez_f62f9
Brandi,Flores,19950206,true,Flores_144d8
Jackie,Bates,19880220,true,Bates_a6927
Darrell,White,19590408,true,White_c4ef9
James,Johnson,19911007,true,Johnson_8d75a
Kelly,Wood,19610509,true,Wood_67c32
Lisa,Schultz,20110417,false,Schultz_6a967
James,Rodriguez,19810717,true,Rodriguez_a7ea3
Jessica,Hughes,19930521,true,Hughes_8140a
Kimberly,Reid,19640727,true,Reid_44523
William,Young,19871106,true,Young_63d9c
Robert,Zuniga,20050704,false,Zuniga_1f26a
Caroline,Rodriguez,19901029,true,Rodriguez_57d4d
Robert,Ortega,19600316,true,Ortega_7f647
Monique,Sharp,19690317,true,Sharp_79f78
Antonio,Smith,20150205,false,Smith_32be7
Patricia,Flynn,20150327,false,Flynn_d93b8
Teresa,Ruiz,19510904,true,Ruiz_e89df
Madison,Mejia,19530323,true,Mejia_10b0a
Lindsey,Santos,19890316,true,Santos_c8075
Savannah,Smith,19850824,true,Smith_0af39
Kimberly,Roberts,20131009,false,Roberts_08eb4
David,Dominguez,20080413,false,Dominguez_0ad3c
Brittany,Joyce,19601114,true,Joyce_342d3
Diana,Bryant,19510516,true,Bryant_f6e62
James,Bailey,19860710,true,Bailey_6dd20
Mary,Perry,19730808,true,Perry_e8625
Sarah,Baker,20131106,false,Baker_ec6fe
Teresa,Rios,19590130,true,Rios_d6572
Marcus,Wilson,19860807,true,Wilson_e8f96
Rodney,Hansen,19630702,true,Hansen_29776
Crystal,Jones,19620914,true,Jones_85733
Frank,Gonzalez,20020523,true,Gonzalez_9db77
Billy,Mcneil,19510730,true,Mcneil_e6e7e
Sabrina,Carter,19901222,true,Carter_7f970
Lisa,Smith,20121021,false,Smith_024b3
Daniel,Gutierrez,19700114,true,Gutierrez_a9101
Jennifer,Johnson,19970922,true,Johnson_10a2c
Tammy,Harris,19610919,true,Harris_35061
Aaron,Brown,19860502,true,Brown_9035e
Dominique,Reynolds,19630404,true,Reynolds_24d13
Brad,Shaw,20040910,true,Shaw_2de4b
Jennifer,Marks,19670812,true,Marks_27356
Sara,Scott,19790803,true,Scott_8d97d
Dr.,Walker,19641124,true,Walker_b3535
Justin,Williams,19840425,true,Williams_d715b
Richard,White,19950609,true,White_d079d
Amber,Haynes,20070604,false,Haynes_fa524
Dale,Cunningham,20120727,false,Cunningham_614e1
Gina,Anderson,19900228,true,Anderson_cf985
Amber,Gonzalez,19880528,true,Gonzalez_1267e
Kathleen,Flynn,19870913,true,Flynn_5b7fe
Brian,Contreras,19650708,true,Contreras_91010
Brittney,Cannon,19890227,true,Cannon_274af
Penny,Smith,20150130,false,Smith_96148
Tanya,Barajas,19740430,true,Barajas_c09f8
Valerie,Thompson,19700926,true,Thompson_ae729
Ashley,Frost,19521020,true,Frost_ddfa1
Sean,Deleon,19980328,true,Deleon_22ad3
Samantha,Rasmussen,19940621,true,Rasmussen_0fcc4
Gary,Hicks,20180227,false,Hicks_15aa6
Mr.,Walker,19650329,true,Walker_6e7cb
Mary,Preston,20150531,false,Preston_a5d5c
Kelly,Key,20111206,false,Key_676f3
Tracy,Preston,20120408,false,Preston_821da
Erica,Weber,19930809,true,Weber_b3165
Amanda,Campbell,19810324,true,Campbell_fe47b
Tiffany,Keller,19661014,true,Keller_b2079
Pamela,Marshall,19971128,true,Marshall_c8f66
Dawn,Miranda,19550922,true,Miranda_c4610
Anna,Butler,19750325,true,Butler_4dc02
Christopher,Martin,19910806,true,Martin_d68eb
Vincent,Martin,19840124,true,Martin_92713
Mason,George,20080817,false,George_0423c
Marissa,Avery,20140925,false,Avery_794be
Maurice,Morgan,19710614,true,Morgan_22f89
Sonia,Lopez,20060421,false,Lopez_91f4a
Mark,Richards,19671128,true,Richards_f77bc
Norma,Smith,20160327,false,Smith_cb0f1
Brandy,Villanueva,19780107,true,Villanueva_518f3
David,Stevens,19830401,true,Stevens_95aa9
Alexis,Kim,20090120,false,Kim_90eb4
Roy,Russo,19540406,true,Russo_1acf2
Tony,Crawford,19870818,true,Crawford_a2a35
Carolyn,Richardson,19500419,true,Richardson_0ba8a
Alan,Reyes,20160923,false,Reyes_337b2
Courtney,Jensen,20180604,false,Jensen_7b11b
Randy,Sullivan,19611025,true,Sullivan_7d828
Ryan,Love,20000304,true,Love_3a67c
Kathy,Valenzuela,19590206,true,Valenzuela_d72e8
Erica,Pruitt,19800923,true,Pruitt_93ad0
Natalie,Flores,19831201,true,Flores_87149
Eileen,Thomas,20060308,false,Thomas_150be
Kimberly,Thompson,20001112,true,Thompson_5e06b
Suzanne,Hernandez,19700917,true,Hernandez_f83ac
William,Hopkins,20010104,true,Hopkins_cfbfa
Martin,Compton,19840602,true,Compton_395a9
Eric,Hicks,20091112,false,Hicks_2cc7e
Madeline,Preston,20110827,false,Preston_d537b
Mary,Carroll,19951127,true,Carroll_f06ba
Holly,Skinner,20061026,false,Skinner_e8d75
Lawrence,Jones,19760805,true,Jones_5e5ae
Tina,Norton,19761114,true,Norton_abfdd
April,Jones,19640113,true,Jones_7d3b9
Jessica,Gutierrez,19940215,true,Gutierrez_f903f
Hayley,Gibson,19990812,true,Gibson_3c4f9
Jessica,Riggs,19600524,true,Riggs_cf0f9
Denise,Peterson,19831020,true,Peterson_6ea73
Jerry,Brown,20121006,false,Brown_5bbf2
Margaret,Frazier,20090707,false,Frazier_328f6
Ricky,Johnson,19820126,true,Johnson_f583b
Mrs.,Romero,20040514,true,Romero_7ed96
Samuel,Reynolds,19691226,true,Reynolds_8a719
Andrew,Foley,20060508,false,Foley_bd36e
Anthony,Gross,19660423,true,Gross_9a287
Lee,Barker,19800219,true,Barker_fb409
Amanda,Li,19920427,true,Li_06b4c
Stephanie,Davis,19590603,true,Davis_a28db
Don,MD,19781102,true,MD_549c3
Bradley,Gibson,19990709,true,Gibson_2e53a
Heidi,Ortiz,19810913,true,Ortiz_e0ca2
Malik,Clark,19640219,true,Clark_6186f
Nicole,DVM,19541218,true,DVM_cde99
Katie,Merritt,20051020,false,Merritt_4677e
Michelle,Hall,19570611,true,Hall_9172b
Amanda,Martinez,19810616,true,Martinez_7e932
Kenneth,Cortez,20000518,true,Cortez_2aba0
Cindy,Lin,19831219,true,Lin_6bec2
Christopher,Lucas,19661212,true,Lucas_454d6
Veronica,Sloan,20080702,false,Sloan_0d97f
Duane,Alvarez,19721102,true,Alvarez_891da
James,Lee,19571231,true,Lee_d0bb3
Christopher,Meza,19901128,true,Meza_2dfd9
Nathaniel,Miller,20050628,false,Miller_bc72b
Tracy,Brown,19720823,true,Brown_8baf8
Mariah,Cervantes,19720907,true,Cervantes_5ac46
Joshua,Jones,19810920,true,Jones_4d770
Brenda,Jones,19901025,true,Jones_20bc7
Jennifer,Booker,19751030,true,Booker_cd860
Seth,Castaneda,19940909,true,Castaneda_c6f5d
Rachel,Kennedy,19881229,true,Kennedy_43fe9
Susan,Smith,20050620,false,Smith_62993
Jordan,Barnes,19560503,true,Barnes_070ad
Brenda,Turner,19550726,true,Turner_f9621
James,Stanley,20011008,true,Stanley_a95cd
Matthew,Brown,19720606,true,Brown_743de
Christian,Little,19610206,true,Little_2b526
Thomas,Valenzuela,19880516,true,Valenzuela_bbfdd
Philip,Hughes,20101211,false,Hughes_09204
Gary,Curry,20130719,false,Curry_d5e79
Andrea,Morrison,20141017,false,Morrison_2baba
Norma,Jenkins,19570323,true,Jenkins_e5537
Jill,Ortiz,20160824,false,Ortiz_0f764
Jessica,Howell,19990327,true,Howell_b189a
James,Henderson,20120202,false,Henderson_c1d24
Nicholas,Thomas,20180603,false,Thomas_fc4b0
Stephanie,White,19570102,true,White_94394
Christopher,Greene,19880101,true,Greene_ff18a
James,Palmer,19830202,true,Palmer_d8003
Christine,Cantrell,19561202,true,Cantrell_3aac8
Christopher,Lopez,19591230,true,Lopez_ee5f8
Sandra,Cook,20020505,true,Cook_eadba
Pedro,Dunn,19850524,true,Dunn_208cc
Cassandra,Gallagher,19730327,true,Gallagher_d2fec
Daniel,Guzman,19661122,true,Guzman_3f363
Michael,Hunt,19600810,true,Hunt_bd10e
Leslie,Preston,19721005,true,Preston_b78bc
Crystal,Valdez,20030802,true,Valdez_ddc44
Luis,Saunders,20171221,false,Saunders_df668
Samantha,Golden,20010223,true,Golden_dea0a
Brian,Woods,19680815,true,Woods_fa0f4
Jay,Parker,19930930,true,Parker_311d6
Janet,Fleming,19730402,true,Fleming_091a9
Lance,Williams,19730807,true,Williams_44d67
Rebecca,Brooks,19640327,true,Brooks_2ad96
Sara,Oliver,19541102,true,Oliver_c5d85
Megan,Hickman,19770909,true,Hickman_0efd7
Raymond,Davis,19950116,true,Davis_f53ee
Krystal,Miller,19770801,true,Miller_d6f2c
Brian,Christian,19511101,true,Christian_9fc0d
Stephen,Doyle,19850227,true,Doyle_6189c
Carl,Taylor,19750112,true,Taylor_10cf5
Kathleen,Peterson,19820210,true,Peterson_3838a
Teresa,Mcintosh,20060727,false,Mcintosh_45186
Ashley,Hill,19660629,true,Hill_a5577
Andrew,Jacobs,19750202,true,Jacobs_8ece1
Jeffery,Turner,19930401,true,Turner_86e91
Christian,Peterson,19760222,true,Peterson_b235a
Jason,Burgess,19721229,true,Burgess_14a3c
Crystal,Herrera,19790328,true,Herrera_a8744
Brenda,Dean,19690215,true,Dean_33bcc
Kathleen,Allen,19860113,true,Allen_b02ca
Julie,Suarez,19681221,true,Suarez_6e5ef
William,Lee,19870702,true,Lee_605cf
Paige,Sanders,20011120,true,Sanders_ff814
Devin,Bates,20080222,false,Bates_70818
Patricia,Olsen,19981124,true,Olsen_98e22
Becky,Hernandez,19520902,true,Hernandez_c9167
Marie,Lamb,19790410,true,Lamb_5dc6d
Nathan,Flores,19790904,true,Flores_b1169
Brandon,Gonzalez,19620131,true,Gonzalez_a73bb
John,Henderson,19680429,true,Henderson_0b663
Samuel,Bell,20030513,true,Bell_3b007
Chase,Reed,19580821,true,Reed_d45f4
Timothy,Nichols,19680106,true,Nichols_6e3a4
Mitchell,Owen,20100919,false,Owen_22b0f
Amy,Baker,20000705,true,Baker_bad38
Duane,Gomez,19910612,true,Gomez_a22dd
Ashley,Caldwell,19880903,true,Caldwell_aa013
Maria,Hampton,20131115,false,Hampton_db923
Kathy,Schneider,19710130,true,Schneider_b86b0
Christopher,Johnson,19760210,true,Johnson_309ba
Alison,Rojas,20180721,false,Rojas_1bbd2
Susan,Valdez,20160713,false,Valdez_182ba
David,Frank,19680928,true,Frank_97c93
Jason,Conway,20090825,false,Conway_754be
Nathan,Reid,20140509,false,Reid_68b7c
Amy,Klein,19870717,true,Klein_02d2b
Victoria,Johnson,19650307,true,Johnson_ddff0
Sara,Adams,19921120,true,Adams_15747
Charles,Reid,20030707,true,Reid_4788f
Angela,Davis,19610418,true,Davis_441bf
Brittany,Nicholson,19920415,true,Nicholson_ba59f
William,Dunn,19570101,true,Dunn_e5398
Jon,James,19750120,true,James_0b802
Heather,Boyle,20030301,true,Boyle_b1a10
Martin,Robinson,19920217,true,Robinson_e8900
Lindsay,Brewer,19530818,true,Brewer_a5019
Christopher,Mitchell,20080406,false,Mitchell_51bbd
Renee,Martin,19810421,true,Martin_caab2
Nathaniel,Kelly,19901031,true,Kelly_75b6c
Jesus,Martinez,20060424,false,Martinez_d0ad7
Mark,Kim,20080111,false,Kim_99919
Kimberly,Mccullough,19890901,true,Mccullough_244cf
Kevin,Richardson,19890718,true,Richardson_b1221
Kim,Kramer,19860507,true,Kramer_d9215
Shelly,Warren,19561208,true,Warren_680ab
Keith,Parker,19640826,true,Parker_0793e
Rebecca,Pearson,20001113,true,Pearson_8bc96
Thomas,Turner,19730528,true,Turner_cf891
Ernest,Blake,19990621,true,Blake_ed155
Kimberly,Aguilar,19630607,true,Aguilar_05cd0
Mr.,DDS,19850409,true,DDS_25862
Patricia,Jordan,20141005,false,Jordan_3ce7e
Edward,Pearson,19880227,true,Pearson_19b26
Thomas,Guzman,19500331,true,Guzman_fc4de
Christina,Lewis,19911110,true,Lewis_9ccf5
Nicole,Green,19751114,true,Green_9e111
Sandra,Ayers,19630713,true,Ayers_52419
Kimberly,Gould,20100925,false,Gould_52d8c
Cory,Johnson,19841229,true,Johnson_c6a8c
Lisa,Butler,19810820,true,Butler_5e630
Stephanie,Gomez,19920214,true,Gomez_34f11
Dennis,Figueroa,19500513,true,Figueroa_52f96
Michelle,Spencer,19620924,true,Spencer_8deb6
Austin,Zuniga,19570408,true,Zuniga_2f27e
Sarah,Mora,19550910,true,Mora_24679
Mr.,Brown,19971126,true,Brown_7e3d7
Regina,Smith,19540701,true,Smith_7f2a3
John,Gardner,19800219,true,Gardner_fb409
Melissa,Levy,19500330,true,Levy_bef91
Brandon,Powell,19760606,true,Powell_fe4b6
Vanessa,Alvarez,20000924,true,Alvarez_579c3
Michael,Wu,20041130,true,Wu_c308d
Jenny,Fox,19781018,true,Fox_f45ad
Elizabeth,Cole,20030217,true,Cole_1d91b
Justin,Holmes,19931215,true,Holmes_6f9ba
Steve,Carey,20140915,false,Carey_8c719
Ryan,Miller,19740717,true,Miller_09a70
Alvin,Blair,19521122,true,Blair_14fee
John,Pearson,19570130,true,Pearson_4fdcf
Marcus,Mejia,19750707,true,Mejia_da17e
Antonio,Simon,20090708,false,Simon_e5384
Maria,Mccall,20171205,false,Mccall_ca0b2
Linda,Robinson,20010724,true,Robinson_9d597
Emily,Rodriguez,19910716,true,Rodriguez_1a39b
Dr.,Morrison,19611120,true,Morrison_5ae3e
Johnny,Clark,19870102,true,Clark_07ef2
Brandon,Hanson,19670509,true,Hanson_9bea6
Dana,Mcclain,20090428,false,Mcclain_27de9
Christine,Ramos,19921128,true,Ramos_ff315
Lisa,MD,19720102,true,MD_485d0
Melissa,Gibson,20130220,false,Gibson_7782a
Michael,Fernandez,19860428,true,Fernandez_e2f04
Karen,Woods,20080221,false,Woods_caadc
Kimberly,Stone,19940512,true,Stone_1d9aa
Alexander,Cook,19721116,true,Cook_8dcab
Adam,Jones,19730316,true,Jones_575ba
Michelle,Hale,19781021,true,Hale_ef619
Dawn,Perez,19551111,true,Perez_9ffea
Michael,Smith,19680424,true,Smith_1c856
Pamela,Willis,19690316,true,Willis_47a71
Tracy,Coleman,19970407,true,Coleman_cfab9
Amanda,Jones,20100602,false,Jones_54aa3
Alexis,Bradford,20010929,true,Bradford_1f835
Eric,Elliott,19860330,true,Elliott_c8162
Richard,Tucker,19710625,true,Tucker_0eb60
Elizabeth,Andersen,19740123,true,Andersen_61066
Rhonda,White,19901012,true,White_92f94
Annette,Kaufman,19970629,true,Kaufman_08e2b
Kenneth,Brown,20060125,false,Brown_29ad0
Joshua,Brown,19920220,true,Brown_de5f6
Monique,Thompson,19960715,true,Thompson_30052
Tammy,Anderson,19700117,true,Anderson_ec312
Robert,Foster,19641222,true,Foster_cf0fb
Destiny,Lutz,19941204,true,Lutz_6aa1c
Phillip,White,19930303,true,White_a26de
Jeffrey,Reeves,20051219,false,Reeves_f1a9a
Michelle,Dodson,20130301,false,Dodson_f63f7
Brandy,Allen,19810113,true,Allen_54dd1
Stephanie,Decker,19770905,true,Decker_0c2ca
Deborah,Carter,20130301,false,Carter_f63f7
