first_name,last_name,birthday_formatted,above_18,membership_id
Joseph,Reed,19511220,true,Reed_3bc34
Jason,Armstrong,19921116,true,Armstrong_e2fb8
Jeff,Armstrong,19540301,true,Armstrong_4166e
Sean,Shields,20010216,true,Shields_ad2e2
Jessica,Allison,19721030,true,Allison_0c21b
Christian,Grant,19790923,true,Grant_b3951
Edward,Watson,20071204,false,Watson_ced7a
Derrick,Cooke,20040915,true,Cooke_6bbe2
Arthur,MD,19941103,true,MD_b302a
Sean,Patrick,20001025,true,Patrick_69e90
Heather,Collins,19861203,true,Collins_37097
Megan,Gomez,20080129,false,Gomez_a5eaf
William,Hale,20070422,false,Hale_37154
Olivia,Thompson,20051130,false,Thompson_7062e
Lori,Torres,19961013,true,Torres_82c19
Vickie,Hernandez,19630214,true,Hernandez_454a0
Kimberly,Brown,19601123,true,Brown_b864a
Sherry,Meza,19970904,true,Meza_af7be
Phillip,Hansen,20100623,false,Hansen_ffe06
Jeanette,Knight,19520130,true,Knight_14007
Kayla,Hanson,19670810,true,Hanson_e29a4
James,Johnston,19681016,true,Johnston_cda33
Dr.,Porter,19851007,true,Porter_3fe0b
Elizabeth,Reyes,19550131,true,Reyes_36e7a
Kristen,Henry,20140207,false,Henry_87921
Claudia,Anderson,20121005,false,Anderson_dc8b6
Nicholas,Webb,19531103,true,Webb_2eff4
Allison,Cooper,20011205,true,Cooper_9a707
Zachary,Barnes,20050503,false,Barnes_285b7
Gregory,III,19911102,true,III_4f2e9
Terry,Ayers,20070806,false,Ayers_6f640
Jessica,Wilson,19541115,true,Wilson_3fe9e
Daniel,Frazier,20171026,false,Frazier_9c0b6
Brian,Welch,20051111,false,Welch_651b5
Carol,Chavez,20040703,true,Chavez_3b14d
Ethan,Mcdonald,19900115,true,Mcdonald_4747c
Gerald,Martinez,19860701,true,Martinez_11e43
Eric,King,19700914,true,King_4b32a
Sylvia,Walters,20090214,false,Walters_2e7b7
Jonathan,Lane,20080109,false,Lane_d0f93
Matthew,Turner,19940707,true,Turner_0303a
Jeffrey,Bauer,19660813,true,Bauer_18f68
Jessica,Shaffer,20130305,false,Shaffer_5eab0
Chris,Spencer,19930419,true,Spencer_1ecf8
Mary,Clarke,19590305,true,Clarke_17fa4
Timothy,Mendoza,19791222,true,Mendoza_dc420
Alicia,Hoffman,20110716,false,Hoffman_25b09
Joseph,Gardner,19530118,true,Gardner_a6fce
Rachael,Rangel,19800618,true,Rangel_24b69
Jeffrey,Harrington,19660807,true,Harrington_a9179
Sophia,Randolph,19500807,true,Randolph_76c7a
Debbie,Freeman,20100427,false,Freeman_cb6a1
Matthew,Braun,19740428,true,Braun_b0971
Sheri,Hudson,20090920,false,Hudson_b4fee
Mary,King,20160305,false,King_dc212
Beth,Davis,20100926,false,Davis_8ceaf
Margaret,Castillo,19601212,true,Castillo_c60fb
Tommy,Sandoval,19660724,true,Sandoval_7497a
Christopher,Hines,20151009,false,Hines_63341
Richard,Wright,20060106,false,Wright_adece
Michael,Brown,20120618,false,Brown_915a8
Nathan,Yu,20011112,true,Yu_821eb
Cameron,Ford,19660523,true,Ford_8d551
Carla,Hayes,19830301,true,Hayes_e3a8c
Marissa,Matthews,19720221,true,Matthews_2a414
Dr.,Thompson,19840403,true,Thompson_16040
Gary,Figueroa,19630711,true,Figueroa_931c7
Michael,West,20110723,false,West_e815a
Martin,Walton,20110512,false,Walton_85854
Zachary,Lee,19870704,true,Lee_76cce
Christopher,Stephenson,19620506,true,Stephenson_b856f
Eric,Ortiz,20050208,false,Ortiz_5dbee
Kara,Pittman,19680525,true,Pittman_44c4d
Andrew,Cowan,19610822,true,Cowan_f05ca
Rhonda,DDS,19511230,true,DDS_ea3db
Sarah,Williams,19850605,true,Williams_821af
Carolyn,Collins,19961226,true,Collins_70d1f
Larry,Mooney,20101028,false,Mooney_04c96
Laura,Livingston,19910307,true,Livingston_72e13
Candace,Mckenzie,19520318,true,Mckenzie_aac0e
Candace,Wallace,19980805,true,Wallace_d91ff
Jason,White,20050505,false,White_07833
Patricia,Reynolds,20120508,false,Reynolds_ae929
Michael,Ellison,19880407,true,Ellison_67462
Melissa,Robles,19800519,true,Robles_16652
Heidi,Fry,19980702,true,Fry_d5f60
James,Smith,19660225,true,Smith_0547b
Charles,Ruiz,19680113,true,Ruiz_1546f
Stephanie,DDS,20111112,false,DDS_942f9
Stacey,Garcia,19870120,true,Garcia_11cfc
Glenda,Burke,19760314,true,Burke_0740b
Zachary,Alvarez,20010910,true,Alvarez_16d56
Rachel,Shaw,19581223,true,Shaw_45468
Carmen,Beard,20160229,false,Beard_e644b
Tony,Daniels,19760614,true,Daniels_d9ff1
Randy,Mora,19931127,true,Mora_4517e
George,Aguirre,20021201,true,Aguirre_028f9
James,Miller,19710831,true,Miller_d11a8
Jacqueline,Williams,19910810,true,Williams_74173
April,Taylor,20100915,false,Taylor_0bd46
Robert,Johnson,19560310,true,Johnson_c3aa2
Gary,White,19621231,true,White_eb75e
Kim,Lowe,19530611,true,Lowe_e71ec
Samantha,Jones,19550721,true,Jones_a6090
Randy,Lozano,19700130,true,Lozano_228a5
Arthur,Chavez,19880101,true,Chavez_ff18a
Melissa,Miller,20110225,false,Miller_98ba8
Leslie,Mccormick,19681026,true,Mccormick_3ab3e
Carlos,Rubio,20170617,false,Rubio_16c2d
David,York,19980714,true,York_00287
Gabriella,Anthony,19970106,true,Anthony_ebd30
Olivia,Poole,19770418,true,Poole_4a212
Wayne,Wilson,19580214,true,Wilson_c7625
Elizabeth,Moore,19750524,true,Moore_75830
Janice,Campbell,19500315,true,Campbell_1e4b2
Julie,Johnson,20060606,false,Johnson_8b1c6
Misty,Cantrell,19570303,true,Cantrell_b19eb
Robert,Soto,19640221,true,Soto_3f6b2
Brenda,Cowan,19600824,true,Cowan_8a53a
Kelly,Guerrero,19970203,true,Guerrero_d55cb
David,Nichols,19620819,true,Nichols_9226a
Kayla,Taylor,19550323,true,Taylor_63293
Antonio,Garcia,19690123,true,Garcia_1ea00
Tyler,Cisneros,19690531,true,Cisneros_fab0b
Jillian,Crawford,19800621,true,Crawford_64ebd
Karl,Pierce,19990428,true,Pierce_72f3d
Joann,Taylor,19850907,true,Taylor_c45f8
Jennifer,Jenkins,19921221,true,Jenkins_cdc60
Nancy,Brown,19690501,true,Brown_1a383
Emma,Munoz,19671017,true,Munoz_4f944
Shawn,Galloway,19850419,true,Galloway_1a4d2
Melissa,Mcguire,19750402,true,Mcguire_a98b2
Bryan,Chavez,20020908,true,Chavez_1c92c
Fernando,Salazar,19720419,true,Salazar_88b5f
Megan,Moore,19550207,true,Moore_1af0e
Robert,Williams,19840309,true,Williams_8d179
Dennis,Sanford,19800806,true,Sanford_c7e24
Kimberly,Herrera,19870615,true,Herrera_c62aa
Gloria,Potts,19561120,true,Potts_ce00f
Suzanne,Barnett,19520828,true,Barnett_efede
Leah,Myers,19860905,true,Myers_1ef89
Kylie,Thomas,19961005,true,Thomas_ea169
Amanda,Murphy,20000730,true,Murphy_0851c
Christopher,Matthews,19690418,true,Matthews_28b41
Nicole,Parks,20050509,false,Parks_580b7
Bobby,Martin,20000331,true,Martin_35f44
Kevin,Chambers,19961203,true,Chambers_9c7bb
Kimberly,Lawson,19680824,true,Lawson_46f7e
Rachel,Lopez,19640814,true,Lopez_f7a66
Christopher,Clay,20170421,false,Clay_00690
Daniel,Martin,19610929,true,Martin_baaae
William,Taylor,19551104,true,Taylor_23226
Steven,Johnson,20050716,false,Johnson_71fcd
Daniel,Miller,20000119,true,Miller_da4de
Taylor,Bryant,20160406,false,Bryant_bc548
Lauren,Jones,19870724,true,Jones_3cea3
Lindsey,Robertson,19700603,true,Robertson_bb4d5
Allison,Thomas,19680213,true,Thomas_865bb
Vernon,Bishop,19730710,true,Bishop_b0506
Susan,Parsons,19940729,true,Parsons_8cbd5
Brady,Snyder,19990615,true,Snyder_81796
Brent,Mcgrath,20170226,false,Mcgrath_7c411
Peter,Smith,19501229,true,Smith_97d51
Deborah,Fox,20170222,false,Fox_75b31
Heather,Collins,20170820,false,Collins_59806
Phillip,Meyers,19601022,true,Meyers_2871d
Nicholas,Hubbard,19641224,true,Hubbard_944d1
Misty,Ramirez,20141023,false,Ramirez_3bc2c
Scott,Johnson,19650311,true,Johnson_74b14
Jay,Nixon,19610829,true,Nixon_6e3e3
Tony,Hall,20090216,false,Hall_45da6
Taylor,Smith,19850409,true,Smith_25862
Mark,Reynolds,19890601,true,Reynolds_89f67
Marilyn,Christensen,20080326,false,Christensen_671d0
Denise,Atkins,20110118,false,Atkins_215c3
Melissa,Gonzales,20181103,false,Gonzales_a8968
Henry,Hoffman,19650518,true,Hoffman_4a2fc
Daisy,Davenport,19930115,true,Davenport_bfe8d
Christopher,Paul,19550318,true,Paul_614b6
Kevin,Craig,20110414,false,Craig_75f39
Natalie,Coleman,20111017,false,Coleman_98c5b
Jeremy,Strickland,19501223,true,Strickland_c13f0
Gary,Bonilla,19920316,true,Bonilla_bfb81
Amanda,Richards,19701223,true,Richards_7ee56
Heidi,Perez,19700413,true,Perez_13e50
Robert,Johnson,20001018,true,Johnson_c6ecd
Gary,Mills,19570110,true,Mills_3b1a6
Chelsea,Caldwell,19950217,true,Caldwell_7f227
John,Frye,19501118,true,Frye_28d64
Michael,Strong,19691124,true,Strong_2c05e
Christopher,Delgado,20160716,false,Delgado_830b2
Whitney,Wallace,19780930,true,Wallace_72049
Rebecca,Martinez,19881026,true,Martinez_a7338
Marissa,Mccoy,19910823,true,Mccoy_a52a9
Ricky,Kerr,20060427,false,Kerr_36f42
Anna,Campbell,19910411,true,Campbell_defb3
Marie,Walters,19780310,true,Walters_9727c
Robert,Martin,19500718,true,Martin_6f48d
Marc,Davis,19800520,true,Davis_7d08d
James,Dixon,20070518,false,Dixon_4bfc5
Vicki,Ramirez,20130117,false,Ramirez_ff8e4
Krista,Campbell,19940424,true,Campbell_68418
Lauren,Patterson,20091201,false,Patterson_3b281
Megan,Clark,19600928,true,Clark_a02d1
Judy,Zimmerman,20171109,false,Zimmerman_ba513
Joseph,MD,20010701,true,MD_9749d
Lori,Acevedo,19781030,true,Acevedo_73515
William,Taylor,19860131,true,Taylor_4fbc5
Dawn,Snyder,19560708,true,Snyder_06d79
Jennifer,Simmons,19841105,true,Simmons_595bd
Alyssa,Nunez,19920824,true,Nunez_512d2
Robert,Black,19800619,true,Black_d48e9
Julia,Young,19890720,true,Young_6ab9e
Melinda,Barnes,19530618,true,Barnes_aafc3
Mr.,Armstrong,19820317,true,Armstrong_e4921
Erik,Stevenson,20070706,false,Stevenson_a25d1
Daniel,George,19841209,true,George_2125a
Lindsey,Jones,19540327,true,Jones_25cc6
Virginia,Lopez,19930805,true,Lopez_e5c42
Andrew,Brown,19920404,true,Brown_d97d3
Donna,Lowery,19550326,true,Lowery_a904a
Alexis,Andrade,20140504,false,Andrade_0bde0
Alyssa,Pierce,19680516,true,Pierce_133dc
Tara,Johnson,19620101,true,Johnson_472d8
Michael,Brady,19500323,true,Brady_bd431
James,Rhodes,19771010,true,Rhodes_df266
Pamela,Scott,19940408,true,Scott_de271
Martin,Ward,19920815,true,Ward_2a854
Kristina,Hernandez,19630821,true,Hernandez_2a4d4
Robert,Bush,19680110,true,Bush_40354
Rebecca,Larson,19930114,true,Larson_2f5ed
Brittany,Watson,19900619,true,Watson_e18ae
Ryan,Ramirez,19850425,true,Ramirez_5ff32
Edward,Burns,19510618,true,Burns_7f892
John,Prince,19760307,true,Prince_8d970
Ashley,Boyer,19701020,true,Boyer_134eb
James,Dean,19910921,true,Dean_9399a
Natalie,Gordon,20130323,false,Gordon_23c41
Ryan,Smith,19760706,true,Smith_df4e2
Stephen,Thompson,19511112,true,Thompson_52cd0
William,Delgado,20070816,false,Delgado_c8862
Brian,Johnson,19540606,true,Johnson_96bc7
James,Patel,19510421,true,Patel_05bda
Allen,Rogers,19610305,true,Rogers_1cfad
Aimee,Reyes,19541214,true,Reyes_0494b
Susan,Williams,19760512,true,Williams_446e0
Edward,Griffin,19881201,true,Griffin_f7c71
Debra,Baker,20170728,false,Baker_50645
Yvette,Kramer,19970513,true,Kramer_1bd07
Alyssa,DVM,19580316,true,DVM_c04a3
John,Cunningham,20021007,true,Cunningham_6ff12
Dana,Gilbert,19760430,true,Gilbert_2e254
Stephen,Henry,19810723,true,Henry_b8cbd
Bradley,James,19651103,true,James_d8255
Melinda,Peters,19730212,true,Peters_d06c7
Robert,Goodman,20100131,false,Goodman_a3467
Leslie,Moore,19841209,true,Moore_2125a
Sarah,Gray,19950827,true,Gray_83ea5
Amy,Haynes,20000128,true,Haynes_710b8
Gary,Dean,19550703,true,Dean_7edc7
Jonathan,Duran,19811020,true,Duran_71622
Elizabeth,Ruiz,19790202,true,Ruiz_45a1a
Caitlin,Lewis,20070704,false,Lewis_24cdc
Micheal,Blackburn,19621010,true,Blackburn_be088
Sheryl,Mccarthy,19970329,true,Mccarthy_94791
Lisa,Smith,20040921,true,Smith_b4179
Jared,Juarez,19751204,true,Juarez_79a15
Brett,Castro,20050311,false,Castro_7e54d
Jessica,Murray,20000908,true,Murray_4826a
Austin,Coffey,20100703,false,Coffey_f0a76
Shelly,Jacobs,19770224,true,Jacobs_5bbde
Elizabeth,Logan,20050114,false,Logan_21268
Cody,Anderson,19600929,true,Anderson_eb9d6
Kayla,Wood,19990306,true,Wood_97825
Paul,DDS,19511111,true,DDS_55df0
James,Mays,19691013,true,Mays_1c3c6
Thomas,Moore,20090724,false,Moore_48318
Linda,Pacheco,19690117,true,Pacheco_2b2c0
Jenny,Clark,19760708,true,Clark_c5b79
Patrick,Guzman,19600610,true,Guzman_92861
Mr.,Peters,20130303,false,Peters_20bd4
John,Stevenson,20000608,true,Stevenson_844a7
Kristina,Brooks,20040421,true,Brooks_c24af
Nancy,Aguilar,19950811,true,Aguilar_ad5a0
Robert,Brown,19910626,true,Brown_c51c7
Jessica,Williams,19730824,true,Williams_b7835
David,Brown,19710304,true,Brown_cc79a
Dorothy,Munoz,19730101,true,Munoz_e84a8
Jason,Lawson,19970110,true,Lawson_3cd25
James,Hall,20080131,false,Hall_148e3
Patricia,Carpenter,19851217,true,Carpenter_9c57f
Jeff,Cardenas,19690810,true,Cardenas_cac8b
Michelle,Johnson,19670820,true,Johnson_d9799
Frank,Madden,19901104,true,Madden_6996f
George,Tanner,19580425,true,Tanner_a5d8a
Dylan,Johnson,19960107,true,Johnson_d53b7
Pamela,King,19930929,true,King_01148
Jesse,Frazier,19561102,true,Frazier_b7d60
Edward,Russell,19610331,true,Russell_75739
Diana,Mcdonald,19680309,true,Mcdonald_21996
Randy,Dawson,19690525,true,Dawson_0b51f
Jasmine,Williams,19790125,true,Williams_d9534
Robert,Smith,19870424,true,Smith_634dd
Sara,Young,19840720,true,Young_94ba8
Samantha,Gonzalez,19980829,true,Gonzalez_31e9a
Christina,Torres,20170829,false,Torres_3178f
Maria,Bailey,19740809,true,Bailey_c40dd
Charles,Bartlett,20020709,true,Bartlett_543e5
Natalie,Parker,19970215,true,Parker_c37e4
Paula,DDS,19861001,true,DDS_0ff5a
Jessica,Jenkins,19740413,true,Jenkins_07775
Drew,Henson,20180920,false,Henson_1c29f
Michael,Davis,20100203,false,Davis_09c45
Ian,Ramos,20110623,false,Ramos_4c8eb
Anna,Wright,20001231,true,Wright_e9e78
Ashley,Anderson,19980102,true,Anderson_05bf1
Jennifer,Wright,19600726,true,Wright_b5ae9
Nicole,Lopez,20000325,true,Lopez_904ff
Tara,Ellis,20130121,false,Ellis_51150
Hannah,Elliott,19610205,true,Elliott_21034
Gavin,Rodriguez,20150917,false,Rodriguez_f32e3
Johnny,Jackson,20020107,true,Jackson_2c6a3
Martin,Garrett,19560703,true,Garrett_316ac
Terri,Hayes,19620221,true,Hayes_75675
Adam,Huang,19991030,true,Huang_a78d0
Carolyn,Garner,19581025,true,Garner_e102e
Lisa,Lee,19611021,true,Lee_91a22
Rodney,Escobar,19760430,true,Escobar_2e254
Michael,Johnson,19950423,true,Johnson_b6641
Michelle,DVM,20160426,false,DVM_e808c
John,Dunn,19840111,true,Dunn_b4033
Terry,Pierce,19640910,true,Pierce_68d7c
David,Buck,19680305,true,Buck_76b84
Jennifer,Newman,19840529,true,Newman_e240f
Cynthia,Lee,20020524,true,Lee_934e3
Sylvia,Clark,19520201,true,Clark_201d1
Joseph,Taylor,19500329,true,Taylor_d37af
Kathleen,Barton,19591110,true,Barton_6322a
Michael,Jr.,20060221,false,Jr._6a927
Eric,Benson,20130701,false,Benson_607d3
Curtis,Butler,19681012,true,Butler_8cfd6
Brittany,Le,19840918,true,Le_17cc3
Jeremiah,Sims,19770609,true,Sims_3666e
David,Davis,19730502,true,Davis_c0997
Tiffany,Bond,19841205,true,Bond_08967
Patricia,Chen,20140214,false,Chen_6ac32
William,Crawford,19550227,true,Crawford_ac319
Christina,Roberts,20131008,false,Roberts_6a474
Jerome,Scott,19840807,true,Scott_57740
Jeffery,Walker,19560624,true,Walker_ba5b7
Todd,Alvarez,19741125,true,Alvarez_7bc5d
John,Henry,19670306,true,Henry_064f4
James,Miles,19530107,true,Miles_644d9
Michael,Downs,19920127,true,Downs_111d4
Kayla,Wheeler,19600424,true,Wheeler_970b5
Charles,Martin,19921213,true,Martin_14d23
Harold,Bennett,20131202,false,Bennett_71914
Michael,Swanson,19680815,true,Swanson_fa0f4
Janet,Mcdonald,19700813,true,Mcdonald_2bfae
Brett,Willis,19610908,true,Willis_d0046
Jacob,Smith,19960504,true,Smith_a5b49
Alexa,Webb,19630721,true,Webb_dfc32
Louis,Klein,19651220,true,Klein_43163
Tony,Yu,19511106,true,Yu_7a37b
Lisa,Goodman,20081105,false,Goodman_aba87
Kimberly,Hernandez,20081027,false,Hernandez_23833
Phillip,Friedman,19881015,true,Friedman_ab2a6
Brian,Lam,20080409,false,Lam_a9b12
Kristin,Wilkins,20020511,true,Wilkins_48a0a
Joshua,Lynch,19650526,true,Lynch_49515
Blake,Mclaughlin,20160608,false,Mclaughlin_a71f3
Billy,Olsen,19690503,true,Olsen_e98e6
Shawn,Brock,19670909,true,Brock_4a2fa
Danielle,Jones,19650213,true,Jones_d9259
Jim,Gomez,19560604,true,Gomez_4f910
Sabrina,Henderson,20080220,false,Henderson_c6f01
David,Pennington,19750302,true,Pennington_e76ca
Deborah,Williams,19841121,true,Williams_e69d3
Stephanie,Bowman,19510521,true,Bowman_fab76
Joseph,Frazier,20100313,false,Frazier_caefb
Ryan,Mclaughlin,20170713,false,Mclaughlin_3d892
Tony,Hall,19511002,true,Hall_33971
Timothy,Martin,20030105,true,Martin_0575d
John,Obrien,19580116,true,Obrien_4f5e4
Barbara,Johnson,20040523,true,Johnson_55685
Brandon,Marshall,19860415,true,Marshall_1f412
Carrie,Miller,20170401,false,Miller_5566b
Samantha,Dean,19610213,true,Dean_e8a7a
Jamie,Wilson,20140110,false,Wilson_60384
Carlos,Acosta,20040705,true,Acosta_29050
Amy,Bennett,19640126,true,Bennett_7660a
Dominique,Wells,20140529,false,Wells_cc02d
Sarah,Bright,19981115,true,Bright_776f9
Michael,Barton,20070530,false,Barton_ead37
Rebecca,Anderson,19730827,true,Anderson_48071
Megan,Riggs,19740304,true,Riggs_d81bc
Whitney,Andrews,19811226,true,Andrews_d09e8
Catherine,Jones,19970926,true,Jones_d2d42
William,Andrews,19960322,true,Andrews_d7c9e
Kathleen,Edwards,20170808,false,Edwards_f9f18
Roger,Frost,19700217,true,Frost_5ba4a
Justin,Johnson,19540205,true,Johnson_4142d
Valerie,Young,19540714,true,Young_adeda
Samantha,Perez,19940623,true,Perez_5967c
Devin,Allen,19751024,true,Allen_be457
Stephanie,Little,19501123,true,Little_57f0b
Melanie,Miller,19870515,true,Miller_57ecb
Erica,Beck,19570423,true,Beck_f2c86
Toni,Dunn,19800831,true,Dunn_8edbe
Eric,Dunn,19600712,true,Dunn_ae8e6
David,Jackson,19680825,true,Jackson_1938d
Melanie,Gates,20120105,false,Gates_e6b94
Heather,Pierce,19570813,true,Pierce_1096d
Jordan,Lewis,19621214,true,Lewis_038d4
Michele,Johnson,20051004,false,Johnson_0e172
Samantha,Ryan,20051016,false,Ryan_bea60
Christopher,Hudson,19591217,true,Hudson_f6588
Zachary,Williams,19780218,true,Williams_04619
Donna,Davis,19680809,true,Davis_1b9e3
Jordan,Erickson,19750802,true,Erickson_6b984
Christopher,Nolan,20171117,false,Nolan_d151e
Evelyn,Hanna,20160427,false,Hanna_84314
Jason,Johnson,19740213,true,Johnson_461db
Barbara,Caldwell,19500509,true,Caldwell_325d2
Ronald,Huff,20000321,true,Huff_7a076
Holly,Norris,19690106,true,Norris_412ca
Derrick,Carter,19640405,true,Carter_800d6
Kenneth,Golden,20000124,true,Golden_4fdbf
Grace,Edwards,20060808,false,Edwards_58913
Jonathan,Rios,19810919,true,Rios_1f275
Mackenzie,Miller,20150429,false,Miller_b5861
Tammy,Taylor,19500712,true,Taylor_4e455
Reginald,King,19811004,true,King_abea5
Matthew,Fletcher,20050209,false,Fletcher_35ae1
Elizabeth,Jordan,20040107,true,Jordan_cda14
Sally,Santiago,19730221,true,Santiago_30a0b
James,Johnson,20021216,true,Johnson_1f4ed
Jason,Saunders,19951006,true,Saunders_4cf88
Carol,Hernandez,19850804,true,Hernandez_3cf5c
Kendra,Dawson,19510407,true,Dawson_b5c48
James,DDS,19900116,true,DDS_d5368
Michael,Stokes,19790611,true,Stokes_d92ec
Jeffrey,Martinez,20170902,false,Martinez_f3852
Joseph,Bell,19580916,true,Bell_11b09
Pamela,Black,19920218,true,Black_ade03
Robert,Jordan,20150302,false,Jordan_d74bb
Kathy,Baker,20000818,true,Baker_ea31b
Brian,Bailey,19900707,true,Bailey_14f11
Mitchell,Clark,19640829,true,Clark_12322
Kelly,Mcintyre,20140324,false,Mcintyre_85eed
Susan,Ali,19990105,true,Ali_f361f
Latoya,Gonzales,20091217,false,Gonzales_6484f
Olivia,Mayo,20170119,false,Mayo_94e38
Thomas,Anderson,19840703,true,Anderson_348bc
Todd,Jennings,19860621,true,Jennings_1f30d
Paul,Dixon,19650325,true,Dixon_f9517
Julie,Torres,19920122,true,Torres_2847b
James,Miller,19990901,true,Miller_48764
John,Howard,19980602,true,Howard_933c4
Anne,Savage,19900717,true,Savage_4c752
Richard,Wilson,19990703,true,Wilson_f0626
Mrs.,Esparza,20041230,false,Esparza_a3eca
Todd,Armstrong,19730821,true,Armstrong_9e5fd
Aaron,Richardson,19910603,true,Richardson_b6a26
Gregory,Pollard,19620725,true,Pollard_1d35c
Jon,Butler,19870318,true,Butler_a60e8
Chelsea,Madden,19621221,true,Madden_89d38
Misty,Ramos,20071103,false,Ramos_64037
Ryan,Murphy,19741028,true,Murphy_2d8bb
Brittany,Sandoval,20120221,false,Sandoval_72d25
Rose,Stanton,19650830,true,Stanton_2eff0
Kristen,Banks,20031203,true,Banks_61f56
Julia,Stokes,19590321,true,Stokes_56617
Paul,Phillips,19970216,true,Phillips_01acd
Amber,Thompson,19801025,true,Thompson_dbdcd
Mrs.,Norton,19670705,true,Norton_25767
Adam,Parker,19980722,true,Parker_5ebc0
Jennifer,Gonzales,19930822,true,Gonzales_9db29
Jacqueline,Hernandez,19520129,true,Hernandez_5889b
Cory,Walker,19621208,true,Walker_a21be
Jennifer,Miller,19710208,true,Miller_05d2a
Dawn,Bond,19740105,true,Bond_ae331
Tara,Daniel,19820701,true,Daniel_8a42c
Rebecca,DDS,19980720,true,DDS_840d4
Victor,Serrano,19590209,true,Serrano_dac0f
Elizabeth,Bell,20010329,true,Bell_cb191
Julie,Coleman,19510104,true,Coleman_dff75
Jennifer,Brown,20100110,false,Brown_cd430
