first_name,last_name,birthday_formatted,above_18,membership_id
kristin,wilkins,20020511,true,wilkins_48a0a
joshua,lynch,19650526,true,lynch_49515
deborah,williams,19841121,true,williams_e69d3
timothy,martin,20030105,true,martin_0575d
sarah,bright,19981115,true,bright_776f9
rebecca,anderson,19730827,true,anderson_48071
roger,frost,19700217,true,frost_5ba4a
toni,dunn,19800831,true,dunn_8edbe
eric,dunn,19600712,true,dunn_ae8e6
heather,pierce,19570813,true,pierce_1096d
jordan,erickson,19750802,true,erickson_6b984
susan,ali,19990105,true,ali_f361f
richard,wilson,19990703,true,wilson_f0626
jon,butler,19870318,true,butler_a60e8
paul,phillips,19970216,true,phillips_01acd
adam,parker,19980722,true,parker_5ebc0
cory,walker,19621208,true,walker_a21be
jeffrey,sanchez,19950914,true,sanchez_cf3c9
bianca,martin,19780205,true,martin_7bf56
jeffrey,king,19770623,true,king_2f8a4
shelly,mcdaniel,19951028,true,mcdaniel_ab5b4
melanie,wiggins,20000214,true,wiggins_c46e0
daniel,smith,19860308,true,smith_e0b77
christopher,smith,19810707,true,smith_216c5
marc,love,19550722,true,love_95197
scott,lawrence,19760104,true,lawrence_fbccd
james,sosa,19571108,true,sosa_8de3e
jamie,jackson,19770526,true,jackson_b5943
jeffrey,hatfield,19701014,true,hatfield_bf691
james,phillips,19611019,true,phillips_c68d2
jessica,moore,19990509,true,moore_6e3b7
debra,peters,19820804,true,peters_6955e
richard,anderson,19700405,true,anderson_6c12a
lauren,hahn,19720620,true,hahn_38908
joseph,perez,19740909,true,perez_a30c9
faith,edwards,19770726,true,edwards_96edd
laura,vargas,19771009,true,vargas_0365e
sarah,lewis,19810225,true,lewis_f236b
brad,huff,19611227,true,huff_88806
thomas,sanchez,19570914,true,sanchez_a1536
alexander,richardson,19581025,true,richardson_e102e
matthew,moore,20030707,true,moore_4788f
joseph,howard,19520726,true,howard_99bdb
jacqueline,phillips,19880118,true,phillips_3268f
anne,richards,19690906,true,richards_9e514
derek,thomas,19640724,true,thomas_a6b2a
joseph,bonilla,19740508,true,bonilla_07c60
gary,barber,19551112,true,barber_8e448
brian,johnson,19810617,true,johnson_01409
christine,peterson,19741119,true,peterson_d3043
christopher,bautista,19941202,true,bautista_f2b74
barbara,krueger,19520322,true,krueger_f41b0
monica,oconnor,19800701,true,oconnor_efac7
peggy,johnson,19720328,true,johnson_317e0
susan,herrera,19550826,true,herrera_2275e
anew,matthews,19880219,true,matthews_33105
erin,kennedy,19650109,true,kennedy_e1e07
jason,lopez,19740830,true,lopez_ad64b
jerry,clark,19950928,true,clark_850e2
alyssa,kim,19900811,true,kim_bc531
courtney,williams,19990919,true,williams_225d6
kevin,haynes,19690624,true,haynes_d74e4
john,hicks,19530912,true,hicks_c3ab0
eric,kennedy,19990522,true,kennedy_b93e8
matthew,nelson,19580127,true,nelson_49b51
carolyn,glover,19790714,true,glover_9a700
robert,moore,19550415,true,moore_bd6b1
nicole,mcgee,19590303,true,mcgee_84007
danielle,hunter,19710811,true,hunter_c76d0
kelly,perez,19600519,true,perez_016c7
mary,odom,19630813,true,odom_e8796
arthur,ii,19610603,true,ii_a7c50
katherine,brennan,19771113,true,brennan_fbe29
christopher,miller,19850131,true,miller_5a80b
amber,hopkins,19750831,true,hopkins_7c2f6
christine,lara,19590103,true,lara_05622
nancy,garcia,19680305,true,garcia_76b84
alex,rhodes,19780913,true,rhodes_a5121
daniel,bennett,19730228,true,bennett_1ed65
kevin,woodard,19550809,true,woodard_0dee6
todd,wheeler,19960904,true,wheeler_62b5f
linda,woods,19611127,true,woods_5e5f2
alan,peterson,19760129,true,peterson_9e709
jacob,grant,19911204,true,grant_46694
gabrielle,johnson,19581006,true,johnson_fcba1
anne,howard,19690610,true,howard_45839
caleb,morales,19660329,true,morales_0598c
james,dominguez,19881205,true,dominguez_e2663
kathryn,cardenas,19830508,true,cardenas_35ae4
jeffrey,santiago,19750228,true,santiago_5cbec
anew,mclaughlin,19730514,true,mclaughlin_b2423
bryan,porter,19570214,true,porter_e9e42
brendan,smith,19580516,true,smith_750a9
amy,wilson,19740412,true,wilson_09540
david,clark,19850801,true,clark_f30a3
erika,joseph,19810303,true,joseph_f0dcb
jeffrey,hernandez,19891231,true,hernandez_f3251
michael,miller,19640520,true,miller_375ad
theresa,newman,19941129,true,newman_069d1
paul,romero,19601007,true,romero_7ffde
kathleen,ramirez,19550829,true,ramirez_04ceb
janet,choi,19860718,true,choi_e37de
mark,bender,19690911,true,bender_b8ade
abigail,brown,19801008,true,brown_b08b0
antonio,dominguez,19801115,true,dominguez_821d7
tony,morris,19700805,true,morris_1057d
randy,carlson,19550530,true,carlson_d8db2
mitchell,pierce,20010824,true,pierce_7e42c
angela,west,19810427,true,west_0afba
sherry,lyons,19980902,true,lyons_5c73e
jennifer,butler,19511118,true,butler_c810e
kevin,peters,19670206,true,peters_c9aea
benjamin,conway,19551228,true,conway_b14b9
noah,mccarty,19650620,true,mccarty_6f29c
anew,stewart,19510212,true,stewart_5a9fe
brenda,jones,19550804,true,jones_e27fe
jerry,shannon,19510505,true,shannon_6484d
blake,brown,19570615,true,brown_75572
michael,bowers,20020903,true,bowers_29d22
elizabeth,bailey,19630101,true,bailey_5c8a5
james,cruz,19500730,true,cruz_a17c6
kelly,levy,19940508,true,levy_b4299
thomas,burton,19750419,true,burton_e624b
kimberly,garcia,19630801,true,garcia_ea09c
paul,peterson,20021225,true,peterson_c41f4
michael,reilly,19720514,true,reilly_1c829
alejana,martinez,19791221,true,martinez_d6f6b
timothy,sanders,19521003,true,sanders_e813f
latoya,little,19780807,true,little_c16bd
sarah,harvey,19600331,true,harvey_119d2
aaron,hansen,19980128,true,hansen_df29c
melissa,ortiz,19580729,true,ortiz_84be0
brooke,hernandez,19911114,true,hernandez_bcb5b
lisa,livingston,19500423,true,livingston_19295
eugene,mason,19781213,true,mason_6bc9b
daniel,cunningham,19730326,true,cunningham_12799
alex,smith,20020503,true,smith_894dd
charles,jennings,19750714,true,jennings_18c5d
jessica,vargas,19810517,true,vargas_ed53f
olivia,clark,19741001,true,clark_92a9e
ricky,allen,19610619,true,allen_3a518
cathy,carney,19970522,true,carney_0d73a
ashley,spencer,19910126,true,spencer_c60e6
victoria,strickland,19530730,true,strickland_c68d2
patrick,smith,19720129,true,smith_5b12e
samuel,west,20020627,true,west_15f40
haley,baldwin,19650413,true,baldwin_b3439
alexander,wilson,19881111,true,wilson_51998
april,cole,19610622,true,cole_2b0a2
holly,riley,19740728,true,riley_3e1f8
jeffrey,poole,19570204,true,poole_23f28
rachel,poole,19760708,true,poole_c5b79
sheena,ward,19730926,true,ward_57d0c
cynthia,smith,19510905,true,smith_9f8dc
kevin,clayton,19750708,true,clayton_7f5be
deanna,smith,19510416,true,smith_774d5
sarah,coleman,19500119,true,coleman_db259
kurt,butler,19640621,true,butler_19820
cody,becker,19601216,true,becker_dd317
molly,miller,19771105,true,miller_4ae09
craig,bailey,19970713,true,bailey_fac5d
patricia,gray,19660319,true,gray_00c0a
robert,rivera,19500722,true,rivera_6a7ce
michelle,lewis,19830121,true,lewis_afe1c
john,owens,19670424,true,owens_4cd37
sarah,smith,19680804,true,smith_313dd
nancy,lucas,19830706,true,lucas_94653
christina,murray,19791217,true,murray_a46c7
emma,berry,19940107,true,berry_c02ad
christopher,gross,20031114,true,gross_2742d
jason,hawkins,19541001,true,hawkins_8aa4f
jeffrey,roiguez,19690718,true,roiguez_84bf3
christina,miller,19530425,true,miller_84bb3
maria,miller,19941221,true,miller_208dd
eileen,davis,19520404,true,davis_3a81f
john,kelley,19960928,true,kelley_336ba
harry,miller,19890613,true,miller_4e2a7
ellen,montes,19610714,true,montes_29eaa
gregory,mclean,19610801,true,mclean_3b78d
angela,spencer,19980502,true,spencer_071ed
christina,price,19860508,true,price_fb35b
michael,morris,19790924,true,morris_05ed3
amber,randall,19520910,true,randall_fe7f8
matthew,morris,19981111,true,morris_f9657
cindy,blackburn,20001008,true,blackburn_0c5fb
matthew,jacobson,19510412,true,jacobson_496c2
stacy,jones,19940909,true,jones_c6f5d
scott,zimmerman,19560130,true,zimmerman_881d6
dakota,silva,19790710,true,silva_fff90
jacob,spencer,19620226,true,spencer_d5b01
barbara,hudson,19971028,true,hudson_9d670
sherry,peterson,19691126,true,peterson_c30b8
austin,bird,19760515,true,bird_86853
matthew,oliver,19720423,true,oliver_94edc
roger,maddox,19810426,true,maddox_6974f
kristin,higgins,19981219,true,higgins_bc84f
gilbert,johnson,19850923,true,johnson_e0381
bryan,gutierrez,19881118,true,gutierrez_c61e8
peter,schultz,19570829,true,schultz_5fff4
karen,smith,19630505,true,smith_473c4
justin,burke,19960212,true,burke_a32e6
sarah,ramsey,19640622,true,ramsey_4c3e8
michael,chang,19900209,true,chang_e27c8
pamela,hughes,19570116,true,hughes_bf91b
jimmy,morris,19640120,true,morris_25892
lauren,romero,20020425,true,romero_e5750
adam,jones,19570107,true,jones_2b07e
michelle,kidd,19500222,true,kidd_ad962
matthew,murphy,19600216,true,murphy_5dc4e
jessica,arroyo,20021019,true,arroyo_a6982
caleb,zuniga,19681028,true,zuniga_a2d94
kenneth,walton,19950309,true,walton_dc147
cheyenne,moreno,19600912,true,moreno_8048c
courtney,lopez,19710810,true,lopez_93fe3
kenneth,williamson,19540310,true,williamson_2b72a
william,armstrong,19641118,true,armstrong_e8b45
bruce,browning,19631113,true,browning_1f631
shannon,gilbert,19920613,true,gilbert_cba39
amanda,brown,19541218,true,brown_cde99
peo,mitchell,19610927,true,mitchell_31c89
riley,gomez,19810211,true,gomez_010a6
shelby,price,19860807,true,price_e8f96
scott,harris,19901214,true,harris_fc222
bonnie,franklin,19880714,true,franklin_f8d94
ashley,morris,20021001,true,morris_73a97
christopher,stark,19710307,true,stark_91945
vanessa,johnson,19601019,true,johnson_8fef3
jack,jensen,19601229,true,jensen_676e2
daniel,armstrong,19820714,true,armstrong_f79a4
susan,donovan,19690130,true,donovan_6c619
michael,serrano,19820711,true,serrano_1ec7e
michael,powell,19941127,true,powell_4f74d
alexander,lowe,19610508,true,lowe_73be1
